chr	start	end	refStart_noChr	refEnd_noChr
chr1	67136907	67139407	67136907	67139407
chr1	67231353	67233853	67231353	67233853
chr1	67305364	67307864	67305364	67307864
chr1	67429915	67432415	67429915	67432415
chr1	67683201	67685701	67683201	67685701
chr1	67832967	67835467	67832967	67835467
chr1	68051217	68053717	68051217	68053717
chr1	68232620	68235120	68232620	68235120
chr1	68449454	68451954	68449454	68451954
chr1	68496721	68499221	68496721	68499221
chr1	69565922	69568422	69565922	69568422
chr1	70203682	70207579	70203682	70207579
chr1	70354234	70356734	70354234	70356734
chr1	70409218	70411718	70409218	70411718
chr1	71047316	71049816	71047316	71049816
chr1	71080789	71083289	71080789	71083289
chr1	72282039	72284539	72282039	72284539
chr1	74196235	74200187	74196235	74200187
chr1	74233387	74235887	74233387	74235887
chr1	74512111	74514611	74512111	74514611
chr1	74673292	74675792	74673292	74675792
chr1	74731152	74735408	74731152	74735408
chr1	75126434	75128934	75126434	75128934
chr1	75610614	75613114	75610614	75613114
chr1	75722431	75724931	75722431	75724931
chr1	75784197	75786697	75784197	75786697
chr1	75794882	75797382	75794882	75797382
chr1	75931904	75934404	75931904	75934404
chr1	76072746	76075246	76072746	76075246
chr1	76865480	76867980	76865480	76867980
chr1	77218930	77221430	77218930	77221430
chr1	77280019	77282519	77280019	77282519
chr1	77682919	77685419	77682919	77685419
chr1	77759352	77761852	77759352	77761852
chr1	77777624	77780124	77777624	77780124
chr1	77886513	77889013	77886513	77889013
chr1	77977175	77981110	77977175	77981110
chr1	78301884	78304384	78301884	78304384
chr1	78617902	78620402	78617902	78620402
chr1	78647796	78650296	78647796	78650296
chr1	79281624	79284124	79281624	79284124
chr1	81304147	81306647	81304147	81306647
chr1	83998650	84001150	83998650	84001150
chr1	84076062	84078562	84076062	84078562
chr1	84296366	84298866	84296366	84298866
chr1	84396484	84398984	84396484	84398984
chr1	84477259	84479759	84477259	84479759
chr1	84504300	84508581	84504300	84508581
chr1	84573980	84576480	84573980	84576480
chr1	84690303	84692803	84690303	84692803
chr1	84892706	84895206	84892706	84895206
chr1	84996613	84999647	84996613	84999647
chr1	85048000	85050500	85048000	85050500
chr1	85201224	85203724	85201224	85203724
chr1	85259172	85261672	85259172	85261672
chr1	85276132	85278632	85276132	85278632
chr1	85577863	85581261	85577863	85581261
chr1	85707933	85710433	85707933	85710433
chr1	86156443	86158943	86156443	86158943
chr1	86395842	86398342	86395842	86398342
chr1	86422171	86424671	86422171	86424671
chr1	86466368	86468868	86466368	86468868
chr1	86545078	86547578	86545078	86547578
chr1	86702570	86705070	86702570	86705070
chr1	86912635	86916424	86912635	86916424
chr1	86991009	86993509	86991009	86993509
chr1	87326880	87329380	87326880	87329380
chr1	88682222	88684722	88682222	88684722
chr1	88891444	88893944	88891444	88893944
chr1	88992453	88994960	88992453	88994960
chr1	89022394	89024894	89022394	89024894
chr1	89064860	89067360	89064860	89067360
chr1	89149956	89152456	89149956	89152456
chr1	89175509	89178009	89175509	89178009
chr1	89198442	89200942	89198442	89200942
chr1	89272360	89274860	89272360	89274860
chr1	89362059	89364559	89362059	89364559
chr1	89522829	89525329	89522829	89525329
chr1	89577592	89580092	89577592	89580092
chr1	89631072	89633640	89631072	89633640
chr1	89819014	89821514	89819014	89821514
chr1	89993110	89995610	89993110	89995610
chr1	90716802	90719302	90716802	90719302
chr1	91021772	91024272	91021772	91024272
chr1	91404356	91406856	91404356	91406856
chr1	91498851	91501351	91498851	91501351
chr1	91905835	91908335	91905835	91908335
chr1	91947343	91949843	91947343	91949843
chr1	92027985	92030485	92027985	92030485
chr1	92074911	92077411	92074911	92077411
chr1	92078305	92080805	92078305	92080805
chr1	92215915	92218415	92215915	92218415
chr1	92297059	92300987	92297059	92300987
chr1	92486425	92488925	92486425	92488925
chr1	92791904	92794404	92791904	92794404
chr1	92830013	92832513	92830013	92832513
chr1	92961022	92963522	92961022	92963522
chr1	93077235	93079735	93077235	93079735
chr1	93177919	93182516	93177919	93182516
chr1	93343907	93346407	93343907	93346407
chr1	93446118	93448618	93446118	93448618
chr1	93846650	93849150	93846650	93849150
chr1	93879418	93881918	93879418	93881918
chr1	93908956	93911456	93908956	93911456
chr1	94120648	94123148	94120648	94123148
chr1	94274568	94277068	94274568	94277068
chr1	94416389	94418889	94416389	94418889
chr1	94541259	94543759	94541259	94543759
chr1	94818342	94820842	94818342	94820842
chr1	94926723	94929223	94926723	94929223
chr1	95072451	95074951	95072451	95074951
chr1	95115355	95118423	95115355	95118423
chr1	95232210	95234710	95232210	95234710
chr1	96719665	96722165	96719665	96722165
chr1	97994500	97997000	97994500	97997000
chr1	98659701	98662201	98659701	98662201
chr1	99227429	99229929	99227429	99229929
chr1	99262292	99264792	99262292	99264792
chr1	99644113	99646613	99644113	99646613
chr1	99766135	99768635	99766135	99768635
chr1	99848361	99850861	99848361	99850861
chr1	99967351	99970511	99967351	99970511
chr1	100036095	100038595	100036095	100038595
chr1	100131150	100134955	100131150	100134955
chr1	100177767	100180267	100177767	100180267
chr1	100249334	100251834	100249334	100251834
chr1	100264216	100266716	100264216	100266716
chr1	100343001	100345501	100343001	100345501
chr1	100536139	100538639	100536139	100538639
chr1	100717742	100720242	100717742	100720242
chr1	100894076	100897179	100894076	100897179
chr1	101025588	101028088	101025588	101028088
chr1	101234865	101237365	101234865	101237365
chr1	101996426	101998926	101996426	101998926
chr1	103108372	103110872	103108372	103110872
chr1	103523691	103526191	103523691	103526191
chr1	103551815	103554315	103551815	103554315
chr1	103615427	103617927	103615427	103617927
chr1	103653760	103656260	103653760	103656260
chr1	103695954	103698454	103695954	103698454
chr1	103743323	103745823	103743323	103745823
chr1	107054674	107057174	107054674	107057174
chr1	107138007	107140507	107138007	107140507
chr1	107964680	107967180	107964680	107967180
chr1	108200349	108202849	108200349	108202849
chr1	108243581	108246081	108243581	108246081
chr1	108448282	108450782	108448282	108450782
chr1	108558089	108560589	108558089	108560589
chr1	108661026	108663526	108661026	108663526
chr1	108690310	108692810	108690310	108692810
chr1	108710908	108713408	108710908	108713408
chr1	108744674	108747174	108744674	108747174
chr1	108873350	108875850	108873350	108875850
chr1	108962984	108965527	108962984	108965527
chr1	109041613	109044113	109041613	109044113
chr1	109075512	109078012	109075512	109078012
chr1	109088764	109091264	109088764	109091264
chr1	109111679	109115857	109111679	109115857
chr1	109211918	109214418	109211918	109214418
chr1	109247539	109250039	109247539	109250039
chr1	109282686	109285186	109282686	109285186
chr1	109306511	109309011	109306511	109309011
chr1	109397418	109399918	109397418	109399918
chr1	109425948	109428448	109425948	109428448
chr1	109464546	109467046	109464546	109467046
chr1	109481479	109483979	109481479	109483979
chr1	109492052	109494552	109492052	109494552
chr1	109509238	109511738	109509238	109511738
chr1	109537872	109540372	109537872	109540372
chr1	109546615	109549115	109546615	109549115
chr1	109614104	109616604	109614104	109616604
chr1	109619429	109621929	109619429	109621929
chr1	109654099	109656599	109654099	109656599
chr1	109666022	109668522	109666022	109668522
chr1	109685814	109688314	109685814	109688314
chr1	109709780	109712280	109709780	109712280
chr1	109740538	109743038	109740538	109743038
chr1	109763527	109766027	109763527	109766027
chr1	109908242	109910742	109908242	109910742
chr1	109982765	109985265	109982765	109985265
chr1	110029577	110032077	110029577	110032077
chr1	110070172	110072672	110070172	110072672
chr1	110110443	110112943	110110443	110112943
chr1	110148494	110150994	110148494	110150994
chr1	110208314	110210814	110208314	110210814
chr1	110336506	110339006	110336506	110339006
chr1	110390582	110393082	110390582	110393082
chr1	110407442	110409942	110407442	110409942
chr1	110449149	110451649	110449149	110451649
chr1	110518675	110521175	110518675	110521175
chr1	110630974	110633474	110630974	110633474
chr1	110674440	110676940	110674440	110676940
chr1	110869188	110871688	110869188	110871688
chr1	110963465	110965965	110963465	110965965
chr1	111137479	111142203	111137479	111142203
chr1	111198771	111201271	111198771	111201271
chr1	111204035	111206535	111204035	111206535
chr1	111288851	111291351	111288851	111291351
chr1	111344600	111347100	111344600	111347100
chr1	111427235	111429735	111427235	111429735
chr1	111446864	111451256	111446864	111451256
chr1	111471792	111474292	111471792	111474292
chr1	111503133	111505633	111503133	111505633
chr1	111540218	111542718	111540218	111542718
chr1	111563462	111565962	111563462	111565962
chr1	111752832	111757824	111752832	111757824
chr1	111989168	111991668	111989168	111991668
chr1	112394214	112396714	112394214	112396714
chr1	112464541	112467041	112464541	112467041
chr1	112617805	112620305	112617805	112620305
chr1	112620325	112622825	112620325	112622825
chr1	112671141	112673641	112671141	112673641
chr1	112706934	112709434	112706934	112709434
chr1	112710933	112713433	112710933	112713433
chr1	112714832	112719405	112714832	112719405
chr1	112957093	112959593	112957093	112959593
chr1	113071198	113073698	113071198	113073698
chr1	113388515	113391015	113388515	113391015
chr1	113758989	113761489	113758989	113761489
chr1	113811976	113814476	113811976	113814476
chr1	113871253	113873753	113871253	113873753
chr1	113887081	113889581	113887081	113889581
chr1	113902619	113907201	113902619	113907201
chr1	113927324	113929824	113927324	113929824
chr1	113977391	113979891	113977391	113979891
chr1	114153380	114155880	114153380	114155880
chr1	114510703	114513203	114510703	114513203
chr1	114581129	114583629	114581129	114583629
chr1	114669922	114672422	114669922	114672422
chr1	114695118	114697618	114695118	114697618
chr1	114716271	114718771	114716271	114718771
chr1	114758176	114760676	114758176	114760676
chr1	114780185	114782685	114780185	114782685
chr1	114852863	114855363	114852863	114855363
chr1	115027826	115030326	115027826	115030326
chr1	115089003	115091503	115089003	115091503
chr1	115338270	115340770	115338270	115340770
chr1	115639970	115642470	115639970	115642470
chr1	115768384	115770884	115768384	115770884
chr1	115843417	115845917	115843417	115845917
chr1	115974513	115977013	115974513	115977013
chr1	116109399	116111899	116109399	116111899
chr1	116370668	116373168	116370668	116373168
chr1	116570539	116573039	116570539	116573039
chr1	116667255	116669755	116667255	116669755
chr1	116752430	116754930	116752430	116754930
chr1	116907916	116910416	116907916	116910416
chr1	116999750	117002250	116999750	117002250
chr1	117058326	117060826	117058326	117060826
chr1	117122087	117124587	117122087	117124587
chr1	117210460	117212960	117210460	117212960
chr1	117365449	117367949	117365449	117367949
chr1	117604048	117606548	117604048	117606548
chr1	117927720	117931621	117927720	117931621
chr1	118184728	118187228	118184728	118187228
chr1	118989056	118991556	118989056	118991556
chr1	119140154	119142654	119140154	119142654
chr1	119366779	119369279	119366779	119369279
chr1	119412931	119415431	119412931	119415431
chr1	119505198	119507698	119505198	119507698
chr1	119646411	119650266	119646411	119650266
chr1	119768405	119770905	119768405	119770905
chr1	119811080	119813580	119811080	119813580
chr1	119896015	119898515	119896015	119898515
chr1	120100279	120102779	120100279	120102779
chr1	120176020	120178520	120176020	120178520
chr1	120413035	120415535	120413035	120415535
chr1	120721912	120724449	120721912	120724449
chr1	120887771	120890271	120887771	120890271
chr1	121182811	121187539	121182811	121187539
chr1	143905477	143907977	143905477	143907977
chr1	143971486	143973986	143971486	143973986
chr1	144373134	144375634	144373134	144375634
chr1	144461176	144463676	144461176	144463676
chr1	144590893	144593393	144590893	144593393
chr1	145093974	145097528	145093974	145097528
chr1	145241674	145244174	145241674	145244174
chr1	145425103	145427603	145425103	145427603
chr1	145605988	145608488	145605988	145608488
chr1	145707648	145710148	145707648	145710148
chr1	145717471	145719971	145717471	145719971
chr1	145822053	145826095	145822053	145826095
chr1	145843630	145846130	145843630	145846130
chr1	145859336	145861836	145859336	145861836
chr1	145885366	145887866	145885366	145887866
chr1	145909611	145912111	145909611	145912111
chr1	145918217	145920717	145918217	145920717
chr1	145925258	145929678	145925258	145929678
chr1	145957517	145960017	145957517	145960017
chr1	145962690	145966575	145962690	145966575
chr1	145996079	145998579	145996079	145998579
chr1	146036246	146038746	146036246	146038746
chr1	146228500	146231041	146228500	146231041
chr1	146344265	146346765	146344265	146346765
chr1	146936324	146938824	146936324	146938824
chr1	147172050	147174550	147172050	147174550
chr1	147240654	147245050	147240654	147245050
chr1	147539501	147542001	147539501	147542001
chr1	147609590	147612090	147609590	147612090
chr1	147670024	147672524	147670024	147672524
chr1	147772862	147775362	147772862	147775362
chr1	147900795	147903295	147900795	147903295
chr1	147926393	147928893	147926393	147928893
chr1	148151822	148154322	148151822	148154322
chr1	148482802	148485302	148482802	148485302
chr1	148679242	148681746	148679242	148681746
chr1	148746774	148749274	148746774	148749274
chr1	148806140	148808640	148806140	148808640
chr1	149103061	149105561	149103061	149105561
chr1	149388621	149391123	149388621	149391123
chr1	149473045	149475545	149473045	149475545
chr1	149581848	149584348	149581848	149584348
chr1	149780671	149783171	149780671	149783171
chr1	149811873	149815693	149811873	149815693
chr1	149830657	149833157	149830657	149833157
chr1	149840708	149844750	149840708	149844750
chr1	149849061	149853108	149849061	149853108
chr1	149860659	149863159	149860659	149863159
chr1	149884918	149889965	149884918	149889965
chr1	149917344	149919844	149917344	149919844
chr1	149927303	149929803	149927303	149929803
chr1	149936379	149938879	149936379	149938879
chr1	150010226	150012726	150010226	150012726
chr1	150065279	150067779	150065279	150067779
chr1	150147183	150149683	150147183	150149683
chr1	150235656	150238156	150235656	150238156
chr1	150255251	150257751	150255251	150257751
chr1	150266200	150268700	150266200	150268700
chr1	150269080	150271580	150269080	150271580
chr1	150280543	150283043	150280543	150283043
chr1	150291861	150294361	150291861	150294361
chr1	150319479	150321979	150319479	150321979
chr1	150361091	150363591	150361091	150363591
chr1	150485414	150487914	150485414	150487914
chr1	150506062	150508562	150506062	150508562
chr1	150547369	150549869	150547369	150549869
chr1	150579238	150581738	150579238	150581738
chr1	150629112	150631612	150629112	150631612
chr1	150696654	150699154	150696654	150699154
chr1	150720395	150722895	150720395	150722895
chr1	150765457	150767957	150765457	150767957
chr1	150809077	150811577	150809077	150811577
chr1	150876208	150878708	150876208	150878708
chr1	150885136	150887636	150885136	150887636
chr1	150924263	150926763	150924263	150926763
chr1	150974503	150977003	150974503	150977003
chr1	150980249	150982749	150980249	150982749
chr1	151006420	151010376	151006420	151010376
chr1	151034321	151036821	151034321	151036821
chr1	151045751	151048251	151045751	151048251
chr1	151058397	151060897	151058397	151060897
chr1	151068578	151072325	151068578	151072325
chr1	151146131	151148631	151146131	151148631
chr1	151154649	151157164	151154649	151157164
chr1	151165448	151167948	151165448	151167948
chr1	151175784	151178284	151175784	151178284
chr1	151194821	151198449	151194821	151198449
chr1	151252709	151255209	151252709	151255209
chr1	151279618	151282118	151279618	151282118
chr1	151327215	151329715	151327215	151329715
chr1	151346826	151349326	151346826	151349326
chr1	151372207	151374707	151372207	151374707
chr1	151397560	151400060	151397560	151400060
chr1	151458994	151461494	151458994	151461494
chr1	151508510	151511010	151508510	151511010
chr1	151538305	151540805	151538305	151540805
chr1	151610006	151612506	151610006	151612506
chr1	151708433	151710933	151708433	151710933
chr1	151716303	151718803	151716303	151718803
chr1	151760899	151765496	151760899	151765496
chr1	151790916	151793416	151790916	151793416
chr1	151804919	151807419	151804919	151807419
chr1	151831345	151833845	151831345	151833845
chr1	151840057	151842557	151840057	151842557
chr1	151853212	151855712	151853212	151855712
chr1	151909137	151911637	151909137	151911637
chr1	151993359	151995859	151993359	151995859
chr1	152047407	152049907	152047407	152049907
chr1	152088564	152091064	152088564	152091064
chr1	152114944	152117444	152114944	152117444
chr1	152158728	152161228	152158728	152161228
chr1	152223693	152226193	152223693	152226193
chr1	152324739	152327239	152324739	152327239
chr1	152359506	152362006	152359506	152362006
