mergedClusterID	CHR	chr_order	min	max	mid_pos	x	POS
1023_chr1	chr1	1	90922257	90922257	90922257.0	90922257.0	1
1023_chr10	chr10	10	77162205	77162205	77162205.0	1751189578.0	1
1023_chr11	chr11	11	92704680	92704680	92704680.0	1900519384.0	1
1023_chr12	chr12	12	87083877	87083877	87083877.0	2029905036.0	1
1023_chr13	chr13	13	57579080	57579080	57579080.0	2133665392.0	1
1023_chr14	chr14	14	105177492	105177492	105177492.0	2295617983.0	1
1023_chr2	chr2	2	84707082	84707082	84707082.0	333653407.0	1
1023_chr3	chr3	3	83454016	83454016	83454016.0	574423531.0	1
1023_chr4	chr4	4	75286633	75286633	75286633.0	764472543.0	1
1023_chr5	chr5	5	87625749	87625749	87625749.0	966993183.0	1
1023_chr6	chr6	6	84561151	84561151	84561151.0	1145396361.0	1
1023_chr7	chr7	7	85402307	85402307	85402307.0	1316932908.0	1
1023_chr8	chr8	8	84421277	84421277	84421277.0	1475195579.0	1
1023_chr9	chr9	9	88292648	88292664	88292656.0	1624088712.0	22
1024_chr1	chr1	1	90979107	90979107	90979107.0	90979107.0	1
1024_chr10	chr10	10	77169375	77169375	77169375.0	1751196748.0	1
1024_chr11	chr11	11	92756456	92756456	92756456.0	1900571160.0	1
1024_chr12	chr12	12	87185960	87185960	87185960.0	2030007119.0	1
1024_chr13	chr13	13	57627502	57627502	57627502.0	2133713814.0	1
1024_chr14	chr14	14	105425145	105425145	105425145.0	2295865636.0	1
1024_chr2	chr2	2	84727929	84727929	84727929.0	333674254.0	1
1024_chr3	chr3	3	83485364	83485364	83485364.0	574454879.0	1
1024_chr4	chr4	4	75291476	75291476	75291476.0	764477386.0	1
1024_chr5	chr5	5	87756647	87756647	87756647.0	967124081.0	1
1024_chr6	chr6	6	84837499	84837499	84837499.0	1145672709.0	1
1024_chr7	chr7	7	85556769	85556769	85556769.0	1317087370.0	1
1024_chr8	chr8	8	84435949	84435949	84435949.0	1475210251.0	1
1024_chr9	chr9	9	88391309	88391309	88391309.0	1624187365.0	1
1025_chr1	chr1	1	91059052	91059052	91059052.0	91059052.0	1
1025_chr10	chr10	10	77263625	77263625	77263625.0	1751290998.0	1
1025_chr11	chr11	11	93014249	93014249	93014249.0	1900828953.0	1
1025_chr12	chr12	12	87266776	87266776	87266776.0	2030087935.0	1
1025_chr13	chr13	13	57666751	57666751	57666751.0	2133753063.0	1
1025_chr14	chr14	14	105697272	105697272	105697272.0	2296137763.0	1
1025_chr2	chr2	2	84730238	84730238	84730238.0	333676563.0	1
1025_chr3	chr3	3	83597552	83597552	83597552.0	574567067.0	1
1025_chr4	chr4	4	75463382	75463382	75463382.0	764649292.0	1
1025_chr5	chr5	5	87815532	87815672	87815602.0	967183036.0	2
1025_chr6	chr6	6	84849453	84849453	84849453.0	1145684663.0	1
1025_chr7	chr7	7	85568527	85568527	85568527.0	1317099128.0	1
1025_chr8	chr8	8	84617453	84617453	84617453.0	1475391755.0	1
1025_chr9	chr9	9	88558596	88558596	88558596.0	1624354652.0	1
1026_chr1	chr1	1	91179291	91179291	91179291.0	91179291.0	1
1026_chr10	chr10	10	77300267	77300267	77300267.0	1751327640.0	1
1026_chr11	chr11	11	93243467	93243490	93243478.5	1901058182.5	3
1026_chr12	chr12	12	87306398	87306398	87306398.0	2030127557.0	1
1026_chr13	chr13	13	57686235	57686235	57686235.0	2133772547.0	1
1026_chr14	chr14	14	105857899	105857899	105857899.0	2296298390.0	1
1026_chr2	chr2	2	84896465	84896465	84896465.0	333842790.0	1
1026_chr3	chr3	3	83636286	83636286	83636286.0	574605801.0	1
1026_chr4	chr4	4	75571655	75571662	75571658.5	764757568.5	14
1026_chr5	chr5	5	87904039	87904039	87904039.0	967271473.0	1
1026_chr6	chr6	6	84878925	84878925	84878925.0	1145714135.0	1
1026_chr7	chr7	7	85607614	85607614	85607614.0	1317138215.0	1
1026_chr8	chr8	8	84798224	84798224	84798224.0	1475572526.0	1
1026_chr9	chr9	9	88575352	88575352	88575352.0	1624371408.0	1
1027_chr1	chr1	1	91215271	91215271	91215271.0	91215271.0	1
1027_chr10	chr10	10	77317806	77317806	77317806.0	1751345179.0	1
1027_chr11	chr11	11	93314700	93314700	93314700.0	1901129404.0	1
1027_chr12	chr12	12	87337545	87337545	87337545.0	2030158704.0	1
1027_chr13	chr13	13	57808827	57808827	57808827.0	2133895139.0	1
1027_chr14	chr14	14	105863975	105863975	105863975.0	2296304466.0	1
1027_chr2	chr2	2	85153330	85153330	85153330.0	334099655.0	1
1027_chr3	chr3	3	83737831	83737831	83737831.0	574707346.0	1
1027_chr4	chr4	4	75591696	75591696	75591696.0	764777606.0	1
1027_chr5	chr5	5	87983753	87983753	87983753.0	967351187.0	1
1027_chr6	chr6	6	84970743	84970743	84970743.0	1145805953.0	1
1027_chr7	chr7	7	85742490	85742490	85742490.0	1317273091.0	1
1027_chr8	chr8	8	84999336	84999336	84999336.0	1475773638.0	1
1027_chr9	chr9	9	88596719	88596719	88596719.0	1624392775.0	1
1028_chr1	chr1	1	91280345	91280345	91280345.0	91280345.0	1
1028_chr10	chr10	10	77599833	77599833	77599833.0	1751627206.0	1
1028_chr11	chr11	11	93385845	93385845	93385845.0	1901200549.0	1
1028_chr12	chr12	12	87429016	87429191	87429103.5	2030250262.5	5
1028_chr13	chr13	13	58011536	58011536	58011536.0	2134097848.0	1
1028_chr14	chr14	14	105934282	105934282	105934282.0	2296374773.0	1
1028_chr2	chr2	2	85291988	85291988	85291988.0	334238313.0	1
1028_chr3	chr3	3	83775909	83775909	83775909.0	574745424.0	1
1028_chr4	chr4	4	75692299	75692299	75692299.0	764878209.0	1
1028_chr5	chr5	5	88022046	88022046	88022046.0	967389480.0	1
1028_chr6	chr6	6	85093706	85093706	85093706.0	1145928916.0	1
1028_chr7	chr7	7	85812724	85812724	85812724.0	1317343325.0	1
1028_chr8	chr8	8	85003765	85003765	85003765.0	1475778067.0	1
1028_chr9	chr9	9	88698356	88698356	88698356.0	1624494412.0	1
1029_chr1	chr1	1	91450542	91450542	91450542.0	91450542.0	1
1029_chr10	chr10	10	77711792	77711792	77711792.0	1751739165.0	1
1029_chr11	chr11	11	93399577	93399577	93399577.0	1901214281.0	1
1029_chr12	chr12	12	87503743	87503743	87503743.0	2030324902.0	1
1029_chr13	chr13	13	58035796	58035796	58035796.0	2134122108.0	1
1029_chr14	chr14	14	105980695	105980695	105980695.0	2296421186.0	1
1029_chr2	chr2	2	85295842	85295842	85295842.0	334242167.0	1
1029_chr3	chr3	3	83788370	83788395	83788382.5	574757897.5	5
1029_chr4	chr4	4	75734479	75734479	75734479.0	764920389.0	1
1029_chr5	chr5	5	88026253	88026253	88026253.0	967393687.0	1
1029_chr6	chr6	6	85235769	85235769	85235769.0	1146070979.0	1
1029_chr7	chr7	7	85906988	85906988	85906988.0	1317437589.0	1
1029_chr8	chr8	8	85086494	85086501	85086497.5	1475860799.5	4
1029_chr9	chr9	9	88709672	88709672	88709672.0	1624505728.0	2
102_chr1	chr1	1	9147489	9147489	9147489.0	9147489.0	1
102_chr10	chr10	10	8863070	8863070	8863070.0	1682890443.0	1
102_chr11	chr11	11	9848933	9848933	9848933.0	1817663637.0	1
102_chr12	chr12	12	10228976	10228976	10228976.0	1953050135.0	1
102_chr13	chr13	13	16490482	16490537	16490509.5	2092576821.5	2
102_chr14	chr14	14	25689932	25690146	25690039.0	2216130530.0	2
102_chr15	chr15	15	24186566	24186566	24186566.0	2321404123.0	1
102_chr16	chr16	16	9302166	9302166	9302166.0	2408493821.0	1
102_chr17	chr17	17	9618322	9618322	9618322.0	2498999899.0	1
102_chr18	chr18	18	10274741	10274741	10274741.0	2582731796.0	1
102_chr19	chr19	19	12918800	12918800	12918800.0	2665638941.0	1
102_chr2	chr2	2	7693729	7693729	7693729.0	256640054.0	1
102_chr20	chr20	20	10956177	10956177	10956177.0	2722281216.0	1
102_chr21	chr21	21	9684484	9684484	9684484.0	2785150105.0	1
102_chr22	chr22	22	17271214	17271303	17271258.5	2839193280.5	2
102_chr3	chr3	3	7856004	7856004	7856004.0	498825519.0	1
102_chr4	chr4	4	9255786	9255786	9255786.0	698441696.0	1
102_chr5	chr5	5	8026875	8026881	8026878.0	887394312.0	6
102_chr6	chr6	6	7988468	7988468	7988468.0	1068823678.0	1
102_chr7	chr7	7	11042500	11042500	11042500.0	1242573101.0	1
102_chr8	chr8	8	7758768	7758768	7758768.0	1398533070.0	1
102_chr9	chr9	9	6976200	6976200	6976200.0	1542772256.0	1
102_chrX	chrX	23	13106219	13106219	13106219.0	2885836194.0	1
102_chrY	chrY	24	11690371	11690443	11690407.0	3040451015.0	3
1030_chr1	chr1	1	91469866	91469866	91469866.0	91469866.0	1
1030_chr10	chr10	10	77812459	77812459	77812459.0	1751839832.0	1
1030_chr11	chr11	11	93426992	93426992	93426992.0	1901241696.0	1
1030_chr12	chr12	12	87506647	87506647	87506647.0	2030327806.0	1
1030_chr13	chr13	13	58062491	58062491	58062491.0	2134148803.0	1
1030_chr14	chr14	14	106072690	106072690	106072690.0	2296513181.0	1
1030_chr2	chr2	2	85325612	85325612	85325612.0	334271937.0	1
1030_chr3	chr3	3	83803205	83803205	83803205.0	574772720.0	1
1030_chr4	chr4	4	75775588	75775588	75775588.0	764961498.0	1
1030_chr5	chr5	5	88112311	88112321	88112316.0	967479750.0	19
1030_chr6	chr6	6	85442789	85442789	85442789.0	1146277999.0	1
1030_chr7	chr7	7	86009128	86009128	86009128.0	1317539729.0	1
1030_chr8	chr8	8	85164528	85164528	85164528.0	1475938830.0	1
1030_chr9	chr9	9	88804756	88804756	88804756.0	1624600812.0	1
1031_chr1	chr1	1	91533177	91533177	91533177.0	91533177.0	1
1031_chr10	chr10	10	77904307	77904307	77904307.0	1751931680.0	1
1031_chr11	chr11	11	93446457	93446457	93446457.0	1901261161.0	1
1031_chr12	chr12	12	87535118	87535118	87535118.0	2030356277.0	1
1031_chr13	chr13	13	58121300	58121300	58121300.0	2134207612.0	1
1031_chr14	chr14	14	106365265	106365265	106365265.0	2296805756.0	1
1031_chr2	chr2	2	85395656	85395656	85395656.0	334341981.0	1
1031_chr3	chr3	3	83982844	83982844	83982844.0	574952359.0	1
1031_chr4	chr4	4	75782402	75782402	75782402.0	764968312.0	1
1031_chr5	chr5	5	88279310	88279310	88279310.0	967646744.0	1
1031_chr6	chr6	6	85469489	85469489	85469489.0	1146304699.0	1
1031_chr7	chr7	7	86016750	86016750	86016750.0	1317547351.0	1
1031_chr8	chr8	8	85302849	85302849	85302849.0	1476077151.0	1
1031_chr9	chr9	9	88820698	88820698	88820698.0	1624616754.0	1
1032_chr1	chr1	1	91561238	91561257	91561247.5	91561247.5	5
1032_chr10	chr10	10	77905344	77905344	77905344.0	1751932717.0	1
1032_chr11	chr11	11	93620272	93620272	93620272.0	1901434976.0	1
1032_chr12	chr12	12	87571329	87571329	87571329.0	2030392488.0	1
1032_chr13	chr13	13	58145807	58145807	58145807.0	2134232119.0	1
1032_chr14	chr14	14	106380870	106380870	106380870.0	2296821361.0	1
1032_chr2	chr2	2	85483743	85483743	85483743.0	334430068.0	1
1032_chr3	chr3	3	84032044	84032044	84032044.0	575001559.0	1
1032_chr4	chr4	4	75801434	75801434	75801434.0	764987344.0	1
1032_chr5	chr5	5	88391047	88391047	88391047.0	967758481.0	1
1032_chr6	chr6	6	85747525	85747525	85747525.0	1146582735.0	1
1032_chr7	chr7	7	86055903	86055903	86055903.0	1317586504.0	1
1032_chr8	chr8	8	85333638	85333638	85333638.0	1476107940.0	1
1032_chr9	chr9	9	88854556	88854556	88854556.0	1624650612.0	1
1033_chr1	chr1	1	91894626	91894626	91894626.0	91894626.0	1
1033_chr10	chr10	10	77908952	77908952	77908952.0	1751936325.0	1
1033_chr11	chr11	11	93650055	93650055	93650055.0	1901464759.0	1
1033_chr12	chr12	12	87592211	87592211	87592211.0	2030413370.0	1
1033_chr13	chr13	13	58185398	58185398	58185398.0	2134271710.0	1
1033_chr14	chr14	14	106445561	106445561	106445561.0	2296886052.0	1
1033_chr2	chr2	2	85551940	85551940	85551940.0	334498265.0	1
1033_chr3	chr3	3	84069822	84069822	84069822.0	575039337.0	1
1033_chr4	chr4	4	75973046	75973046	75973046.0	765158956.0	1
1033_chr5	chr5	5	88405719	88405719	88405719.0	967773153.0	1
1033_chr6	chr6	6	85895420	85895420	85895420.0	1146730630.0	1
1033_chr7	chr7	7	86064054	86064054	86064054.0	1317594655.0	1
1033_chr8	chr8	8	85595912	85595918	85595915.0	1476370217.0	7
1033_chr9	chr9	9	88869029	88869029	88869029.0	1624665085.0	1
1034_chr1	chr1	1	92084469	92084469	92084469.0	92084469.0	1
1034_chr10	chr10	10	78042092	78042092	78042092.0	1752069465.0	1
1034_chr11	chr11	11	93715588	93715588	93715588.0	1901530292.0	1
1034_chr12	chr12	12	87603819	87603819	87603819.0	2030424978.0	1
1034_chr13	chr13	13	58200025	58200025	58200025.0	2134286337.0	1
1034_chr14	chr14	14	106483474	106483474	106483474.0	2296923965.0	1
1034_chr2	chr2	2	85559227	85559227	85559227.0	334505552.0	1
1034_chr3	chr3	3	84094767	84094767	84094767.0	575064282.0	1
1034_chr4	chr4	4	76048527	76048527	76048527.0	765234437.0	1
1034_chr5	chr5	5	88437293	88437293	88437293.0	967804727.0	1
1034_chr6	chr6	6	85984184	85984184	85984184.0	1146819394.0	1
1034_chr7	chr7	7	86133476	86133476	86133476.0	1317664077.0	1
1034_chr8	chr8	8	85616170	85616170	85616170.0	1476390472.0	1
1034_chr9	chr9	9	88915044	88915044	88915044.0	1624711100.0	1
1035_chr1	chr1	1	92121882	92121882	92121882.0	92121882.0	1
1035_chr10	chr10	10	78169766	78169766	78169766.0	1752197139.0	1
1035_chr11	chr11	11	93730747	93730747	93730747.0	1901545451.0	1
1035_chr12	chr12	12	87609597	87609597	87609597.0	2030430756.0	1
1035_chr13	chr13	13	58236529	58237167	58236848.0	2134323160.0	2
1035_chr14	chr14	14	106485740	106485740	106485740.0	2296926231.0	1
1035_chr2	chr2	2	85576938	85576938	85576938.0	334523263.0	1
1035_chr3	chr3	3	84170757	84170757	84170757.0	575140272.0	1
1035_chr4	chr4	4	76075732	76075732	76075732.0	765261642.0	1
1035_chr5	chr5	5	88458405	88458405	88458405.0	967825839.0	1
1035_chr6	chr6	6	86004455	86004455	86004455.0	1146839665.0	1
1035_chr7	chr7	7	86137569	86137569	86137569.0	1317668170.0	1
1035_chr8	chr8	8	85647519	85647519	85647519.0	1476421821.0	1
1035_chr9	chr9	9	89025744	89025744	89025744.0	1624821800.0	1
1036_chr1	chr1	1	92305934	92305934	92305934.0	92305934.0	1
1036_chr10	chr10	10	78233093	78233093	78233093.0	1752260466.0	1
1036_chr11	chr11	11	93861353	93861353	93861353.0	1901676057.0	1
1036_chr12	chr12	12	87669409	87669409	87669409.0	2030490568.0	1
1036_chr13	chr13	13	58264821	58264821	58264821.0	2134351133.0	1
1036_chr14	chr14	14	106697579	106697579	106697579.0	2297138070.0	1
1036_chr2	chr2	2	85839772	85839772	85839772.0	334786097.0	1
1036_chr3	chr3	3	84225746	84225746	84225746.0	575195261.0	1
1036_chr4	chr4	4	76111068	76111068	76111068.0	765296978.0	1
1036_chr5	chr5	5	88531121	88531121	88531121.0	967898555.0	1
1036_chr6	chr6	6	86104423	86104423	86104423.0	1146939633.0	1
1036_chr7	chr7	7	86197234	86197234	86197234.0	1317727835.0	1
1036_chr8	chr8	8	85651488	85651869	85651678.5	1476425980.5	2
1036_chr9	chr9	9	89207187	89207187	89207187.0	1625003243.0	1
1037_chr1	chr1	1	92367837	92367870	92367853.5	92367853.5	2
1037_chr10	chr10	10	78246643	78246643	78246643.0	1752274016.0	1
1037_chr11	chr11	11	93869991	93869991	93869991.0	1901684695.0	1
1037_chr12	chr12	12	87720947	87720947	87720947.0	2030542106.0	1
1037_chr13	chr13	13	58283009	58283009	58283009.0	2134369321.0	1
1037_chr14	chr14	14	106777066	106777066	106777066.0	2297217557.0	1
1037_chr2	chr2	2	85923554	85923554	85923554.0	334869879.0	1
1037_chr3	chr3	3	84275601	84275601	84275601.0	575245116.0	1
1037_chr4	chr4	4	76152669	76152669	76152669.0	765338579.0	1
1037_chr5	chr5	5	88588571	88588571	88588571.0	967956005.0	1
1037_chr6	chr6	6	86162359	86162376	86162367.5	1146997577.5	27
1037_chr7	chr7	7	86266876	86266876	86266876.0	1317797477.0	1
1037_chr8	chr8	8	85653200	85653691	85653445.5	1476427747.5	2
1037_chr9	chr9	9	89260067	89260067	89260067.0	1625056123.0	1
1038_chr1	chr1	1	92369830	92369830	92369830.0	92369830.0	1
1038_chr10	chr10	10	78339655	78339655	78339655.0	1752367028.0	1
1038_chr11	chr11	11	94051670	94051670	94051670.0	1901866374.0	1
1038_chr12	chr12	12	87747546	87747546	87747546.0	2030568705.0	1
1038_chr13	chr13	13	58459264	58459264	58459264.0	2134545576.0	1
1038_chr2	chr2	2	86103653	86103653	86103653.0	335049978.0	1
1038_chr3	chr3	3	84323972	84323972	84323972.0	575293487.0	1
1038_chr4	chr4	4	76293867	76293867	76293867.0	765479777.0	1
1038_chr5	chr5	5	88632940	88632940	88632940.0	968000374.0	1
1038_chr6	chr6	6	86168594	86168594	86168594.0	1147003804.0	1
1038_chr7	chr7	7	86299775	86299775	86299775.0	1317830376.0	1
1038_chr8	chr8	8	85655003	85656400	85655701.5	1476430003.5	5
1038_chr9	chr9	9	89371769	89371769	89371769.0	1625167825.0	1
1039_chr1	chr1	1	92373733	92373733	92373733.0	92373733.0	1
1039_chr10	chr10	10	78546254	78546254	78546254.0	1752573627.0	1
1039_chr11	chr11	11	94165585	94165585	94165585.0	1901980289.0	1
1039_chr12	chr12	12	87797209	87797209	87797209.0	2030618368.0	1
1039_chr13	chr13	13	58544713	58544713	58544713.0	2134631025.0	1
1039_chr2	chr2	2	86112686	86112686	86112686.0	335059011.0	1
1039_chr3	chr3	3	84332148	84332148	84332148.0	575301663.0	1
1039_chr4	chr4	4	76355870	76355870	76355870.0	765541780.0	1
1039_chr5	chr5	5	88663173	88663173	88663173.0	968030607.0	1
1039_chr6	chr6	6	86194690	86194690	86194690.0	1147029900.0	1
1039_chr7	chr7	7	86349151	86349151	86349151.0	1317879752.0	1
1039_chr8	chr8	8	85658191	85658191	85658191.0	1476432493.0	1
1039_chr9	chr9	9	89492896	89492896	89492896.0	1625288952.0	1
103_chr1	chr1	1	9163061	9163061	9163061.0	9163061.0	1
103_chr10	chr10	10	9051910	9051910	9051910.0	1683079283.0	1
103_chr11	chr11	11	9885253	9885256	9885254.5	1817699958.5	4
103_chr12	chr12	12	10625153	10625153	10625153.0	1953446312.0	1
103_chr13	chr13	13	16492113	16492229	16492171.0	2092578483.0	4
103_chr14	chr14	14	25740222	25740222	25740222.0	2216180713.0	1
103_chr15	chr15	15	24514202	24514202	24514202.0	2321731759.0	1
103_chr16	chr16	16	9352358	9352358	9352358.0	2408544013.0	1
103_chr17	chr17	17	9699894	9699894	9699894.0	2499081471.0	1
103_chr18	chr18	18	10303949	10303949	10303949.0	2582761004.0	1
103_chr19	chr19	19	13005244	13005244	13005244.0	2665725385.0	1
103_chr2	chr2	2	7796240	7796240	7796240.0	256742565.0	1
103_chr20	chr20	20	11109496	11109496	11109496.0	2722434535.0	1
103_chr21	chr21	21	9724272	9724272	9724272.0	2785189893.0	1
103_chr22	chr22	22	17594738	17594738	17594738.0	2839516760.0	1
103_chr3	chr3	3	8033382	8033382	8033382.0	499002897.0	1
103_chr4	chr4	4	9260573	9260573	9260573.0	698446483.0	1
103_chr5	chr5	5	8240951	8240951	8240951.0	887608385.0	1
103_chr6	chr6	6	8058019	8058019	8058019.0	1068893229.0	1
103_chr7	chr7	7	11191214	11191214	11191214.0	1242721815.0	1
103_chr8	chr8	8	7806271	7806271	7806271.0	1398580573.0	1
103_chr9	chr9	9	7046922	7046922	7046922.0	1542842978.0	1
103_chrX	chrX	23	13221188	13221188	13221188.0	2885951163.0	1
103_chrY	chrY	24	11717725	11717738	11717731.5	3040478339.5	2
1040_chr1	chr1	1	92389034	92389034	92389034.0	92389034.0	1
1040_chr10	chr10	10	78764641	78764641	78764641.0	1752792014.0	1
1040_chr11	chr11	11	94216226	94216226	94216226.0	1902030930.0	1
1040_chr12	chr12	12	87958996	87958996	87958996.0	2030780155.0	1
1040_chr13	chr13	13	58549583	58549583	58549583.0	2134635895.0	1
1040_chr2	chr2	2	86146888	86146888	86146888.0	335093213.0	1
1040_chr3	chr3	3	84376657	84376657	84376657.0	575346172.0	1
1040_chr4	chr4	4	76485482	76485482	76485482.0	765671392.0	1
1040_chr5	chr5	5	88667041	88667041	88667041.0	968034475.0	1
1040_chr6	chr6	6	86292335	86292335	86292335.0	1147127545.0	1
1040_chr7	chr7	7	86368895	86368895	86368895.0	1317899496.0	1
1040_chr8	chr8	8	85659709	85659709	85659709.0	1476434011.0	1
1040_chr9	chr9	9	89574835	89574835	89574835.0	1625370891.0	1
1041_chr1	chr1	1	92525846	92525846	92525846.0	92525846.0	1
1041_chr10	chr10	10	78769102	78769274	78769188.0	1752796561.0	12
1041_chr11	chr11	11	94232512	94232512	94232512.0	1902047216.0	1
1041_chr12	chr12	12	88096635	88096635	88096635.0	2030917794.0	1
1041_chr13	chr13	13	58554967	58554967	58554967.0	2134641279.0	1
1041_chr2	chr2	2	86221154	86221154	86221154.0	335167479.0	1
1041_chr3	chr3	3	84477444	84477444	84477444.0	575446959.0	1
1041_chr4	chr4	4	76554395	76554399	76554397.0	765740307.0	2
1041_chr5	chr5	5	88814019	88814019	88814019.0	968181453.0	1
1041_chr6	chr6	6	86368995	86368995	86368995.0	1147204205.0	1
1041_chr7	chr7	7	86645978	86645987	86645982.5	1318176583.5	15
1041_chr8	chr8	8	85660763	85660763	85660763.0	1476435065.0	1
1041_chr9	chr9	9	89664801	89664801	89664801.0	1625460857.0	1
1042_chr1	chr1	1	92542417	92542417	92542417.0	92542417.0	1
1042_chr10	chr10	10	78805591	78805591	78805591.0	1752832964.0	1
1042_chr11	chr11	11	94234435	94234435	94234435.0	1902049139.0	1
1042_chr12	chr12	12	88204188	88204188	88204188.0	2031025347.0	1
1042_chr13	chr13	13	58570380	58570380	58570380.0	2134656692.0	1
1042_chr2	chr2	2	86225103	86225103	86225103.0	335171428.0	1
1042_chr3	chr3	3	84489968	84489968	84489968.0	575459483.0	1
1042_chr4	chr4	4	76562056	76562056	76562056.0	765747966.0	1
1042_chr5	chr5	5	88821251	88821251	88821251.0	968188685.0	1
1042_chr6	chr6	6	86469706	86469706	86469706.0	1147304916.0	1
1042_chr7	chr7	7	86692856	86692856	86692856.0	1318223457.0	1
1042_chr8	chr8	8	85714423	85717222	85715822.5	1476490124.5	7
1042_chr9	chr9	9	89714767	89714767	89714767.0	1625510823.0	1
1043_chr1	chr1	1	92689805	92689805	92689805.0	92689805.0	1
1043_chr10	chr10	10	78852945	78852945	78852945.0	1752880318.0	1
1043_chr11	chr11	11	94238404	94238404	94238404.0	1902053108.0	1
1043_chr12	chr12	12	88234808	88234808	88234808.0	2031055967.0	1
1043_chr13	chr13	13	58586825	58586825	58586825.0	2134673137.0	1
1043_chr2	chr2	2	86245386	86245386	86245386.0	335191711.0	1
1043_chr3	chr3	3	84548979	84548979	84548979.0	575518494.0	1
1043_chr4	chr4	4	76653181	76653181	76653181.0	765839091.0	1
1043_chr5	chr5	5	88948363	88948363	88948363.0	968315797.0	1
1043_chr6	chr6	6	86687159	86687159	86687159.0	1147522369.0	1
1043_chr7	chr7	7	86708222	86708222	86708222.0	1318238823.0	1
1043_chr8	chr8	8	85720595	85720781	85720688.0	1476494990.0	2
1043_chr9	chr9	9	90006456	90006456	90006456.0	1625802512.0	1
1044_chr1	chr1	1	92753704	92753704	92753704.0	92753704.0	1
1044_chr10	chr10	10	79466024	79466028	79466026.0	1753493399.0	3
1044_chr11	chr11	11	94473128	94473128	94473128.0	1902287832.0	1
1044_chr12	chr12	12	88247584	88247584	88247584.0	2031068743.0	1
